x,y
0.0,2.718281828459045
0.01,2.718145918897975
0.02,2.717738244573379
0.03,2.717058968518982
0.04,2.716108362317308
0.05,2.714886805889335
0.06,2.7133947872003725
0.07,2.7116329018825183
0.08,2.709601852774158
0.09,2.707302449377068
0.1,2.70473560723178
0.11,2.7019023472119734
0.12,2.6988037947387475
0.13,2.695441178915726
0.14,2.6918158315860445
0.15,2.6879291863123616
0.16,2.6837827772811167
0.17,2.6793782381323625
0.18,2.6747173007165674
0.19,2.6698017937798872
0.2,2.664633641579465
0.21,2.659214862430413
0.22,2.6535475671862025
0.23,2.6476339576542554
0.24,2.6414763249486035
0.25,2.635077047781558
0.26,2.6284385906963723
0.27,2.6215635022429713
0.28,2.6144544130988527
0.29,2.6071140341373344
0.3,2.5995451544453583
0.31,2.591750639293131
0.32,2.5837334280578905
0.33,2.575496532104164
0.34,2.567043032622884
0.35000000000000003,2.5583760784317917
0.36,2.5494988837395587
0.37,2.5404147258760976
0.38,2.531126942991551
0.39,2.5216389317264603
0.4,2.5119541448556304
0.41000000000000003,2.5020760889082134
0.42,2.492008321766552
0.43,2.481754450246301
0.44,2.4713181276603704
0.45,2.4607030513692045
0.46,2.4499129603199195
0.47000000000000003,2.4389516325767997
0.48,2.4278228828456383
0.49,2.41653055999439
0.5,2.4050785445725795
0.51,2.393470746331882
0.52,2.381711101750268
0.53,2.3698035715620613
0.54,2.357752138296237
0.55,2.34556080382524
0.56,2.3332335869265592
0.5700000000000001,2.3207745208592643
0.58,2.3081876509576498
0.59,2.2954770322440896
0.6,2.2826467270631556
0.61,2.2697008027389964
0.62,2.2566433292579178
0.63,2.2434783769780586
0.64,2.2302100143679757
0.65,2.216842305775918
0.66,2.2033793092314804
0.67,2.18982507428129
0.68,2.1761836398602887
0.6900000000000001,2.1624590322001302
0.7000000000000001,2.1486552627761237
0.71,2.1347763262941086
0.72,2.120826198718555
0.73,2.106808835343131
0.74,2.0927281689049
0.75,2.0785881077432418
0.76,2.0643925340045226
0.77,2.0501453018934654
0.78,2.035850235972105
0.79,2.0215111295071333
0.8,2.007131742866382
0.81,1.992715801965109
0.8200000000000001,1.978266996762687
0.8300000000000001,1.9637889798102302
0.84,1.9492853648496145
0.85,1.93475972546429
0.86,1.9202155937822118
0.87,1.9056564592311453
0.88,1.891085767346547
0.89,1.8765069186321477
0.9,1.8619232674733062
0.91,1.8473381211031434
0.92,1.8327547386213952
0.93,1.8181763300658789
0.9400000000000001,1.8036060555363953
0.9500000000000001,1.7890470243708458
0.96,1.774502294373275
0.97,1.7599748710935117
